BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	batch	cell line	compound	source_name	time-point	group
SAMN06611580	SRR5352892	2018-02-26T08:47:16Z	2017-03-17T14:03:57Z	18051187	1823169887	0	101	554		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352892/SRR5352892.1	SRX2649119		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054329	simple	9606	Homo sapiens	GSM2539962							no					GEO	SRA546763		public	E58FB4F950A82459C9968FA96A19CC6F	35C87230522853D99D2CD5AF68ECC07A	6611580	MK-1775_0.08_24 [CR08D10]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054329	GSM2539962	8	H-STS NET	MK-1775	H-STS NET cell line, MK-1775, 24h	24h	MK_1775.24
SAMN06611579	SRR5352893	2018-02-26T08:47:16Z	2017-03-17T13:56:23Z	19259881	1945247981	0	101	592		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352893/SRR5352893.1	SRX2649120		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054331	simple	9606	Homo sapiens	GSM2539963							no					GEO	SRA546763		public	3954821D70FC4D0F65872047A57418D9	342E8F7662299D0F58C18BBFC4A8941D	6611579	MK-1775_0.08_24 [CR08D9]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054331	GSM2539963	8	H-STS NET	MK-1775	H-STS NET cell line, MK-1775, 24h	24h	MK_1775.24
SAMN06611578	SRR5352894	2018-02-26T08:47:16Z	2017-03-17T13:53:11Z	14513800	1465893800	0	101	427		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352894/SRR5352894.1	SRX2649121		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054333	simple	9606	Homo sapiens	GSM2539964							no					GEO	SRA546763		public	9394CAC62CDFB72761DF70921EA39A2C	AA43261599A66DD3E4B0A125D42ED8AE	6611578	ML210_0.04_24 [CR08C5]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054333	GSM2539964	8	H-STS NET	ML210	H-STS NET cell line, ML210, 24h	24h	ML210.24
SAMN06611326	SRR5352895	2018-02-26T08:47:16Z	2017-03-17T13:54:55Z	15253340	1540587340	0	101	452		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352895/SRR5352895.1	SRX2649122		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054330	simple	9606	Homo sapiens	GSM2539965							no					GEO	SRA546763		public	5AACD47B7B3AC3FA13BBB55C99399674	51C99F288E24234F1345A69D14ACE5BE	6611326	ML210_0.04_24 [CR08C6]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054330	GSM2539965	8	H-STS NET	ML210	H-STS NET cell line, ML210, 24h	24h	ML210.24
SAMN06611371	SRR5352896	2018-02-26T08:47:16Z	2017-03-17T13:55:30Z	16259690	1642228690	0	101	512		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352896/SRR5352896.1	SRX2649123		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054332	simple	9606	Homo sapiens	GSM2539966							no					GEO	SRA546763		public	12CD00CDECAD98F94C03784A6F7677DC	E88C61320F050CE9CDF56F3683E25F23	6611371	Necrosulfonamide_4_24 [CR08C11]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054332	GSM2539966	8	H-STS NET	Necrosulfonamide	H-STS NET cell line, Necrosulfonamide, 24h	24h	Necrosulfonamide.24
SAMN06611370	SRR5352897	2018-02-26T08:47:16Z	2017-03-17T13:54:12Z	16436855	1660122355	0	101	515		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352897/SRR5352897.1	SRX2649124		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054335	simple	9606	Homo sapiens	GSM2539967							no					GEO	SRA546763		public	B9DDCCFD0FF8C3BB1B1C1745AAC7A58C	C141B113F4CD8472D91BB7E3941285BD	6611370	Necrosulfonamide_4_24 [CR08C12]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054335	GSM2539967	8	H-STS NET	Necrosulfonamide	H-STS NET cell line, Necrosulfonamide, 24h	24h	Necrosulfonamide.24
SAMN06611369	SRR5352898	2018-02-26T08:47:16Z	2017-03-17T13:53:16Z	16243751	1640618851	0	101	505		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352898/SRR5352898.1	SRX2649125		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054334	simple	9606	Homo sapiens	GSM2539968							no					GEO	SRA546763		public	DEBF72CCE8EBEE511E2BC3C7286086EB	7B86C89227B7542F506AEA78225B5685	6611369	Neratinib_0.25_24 [CR08D5]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054334	GSM2539968	8	H-STS NET	Neratinib	H-STS NET cell line, Neratinib, 24h	24h	Neratinib.24
SAMN06611368	SRR5352899	2018-02-26T08:47:16Z	2017-03-17T13:53:47Z	17009628	1717972428	0	101	514		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352899/SRR5352899.1	SRX2649126		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054336	simple	9606	Homo sapiens	GSM2539969							no					GEO	SRA546763		public	F83E4636ECE850B92925213D0F1FFB82	2F59C9AB68ABE9DFD763DE6E854AA380	6611368	Neratinib_0.25_24 [CR08D6]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054336	GSM2539969	8	H-STS NET	Neratinib	H-STS NET cell line, Neratinib, 24h	24h	Neratinib.24
SAMN06611367	SRR5352900	2018-02-26T08:47:16Z	2017-03-17T13:56:06Z	16665327	1683198027	0	101	514		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352900/SRR5352900.1	SRX2649127		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054337	simple	9606	Homo sapiens	GSM2539970							no					GEO	SRA546763		public	0674E49D4C7CB053725FC56527DDC0DA	B1EE05AA39BD23EAF2125E1631F7A233	6611367	Nutlin-3_0.84_24 [CR08D11]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054337	GSM2539970	8	H-STS NET	Nutlin-3	H-STS NET cell line, Nutlin-3, 24h	24h	Nutlin_3.24
SAMN06611366	SRR5352901	2018-02-26T08:47:16Z	2017-03-17T13:55:26Z	17221154	1739336554	0	101	529		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352901/SRR5352901.1	SRX2649128		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054338	simple	9606	Homo sapiens	GSM2539971							no					GEO	SRA546763		public	A1F1F16C4540256E5D1DCD83FA311B59	B09802704177BD88A49B8DB9BA984953	6611366	Nutlin-3_0.84_24 [CR08D12]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054338	GSM2539971	8	H-STS NET	Nutlin-3	H-STS NET cell line, Nutlin-3, 24h	24h	Nutlin_3.24
SAMN06611365	SRR5352902	2018-02-26T08:47:16Z	2017-03-17T13:53:54Z	13481231	1361604331	0	101	375		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352902/SRR5352902.1	SRX2649129		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054339	simple	9606	Homo sapiens	GSM2539972							no					GEO	SRA546763		public	35473D77E56A52681F4C166DDFCFA2E8	38D2A987CEE0CF069661265E8386202A	6611365	DMSO__6 [CR09B3]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054339	GSM2539972	9	H-STS NET	DMSO	H-STS NET cell line, DMSO, 6h	6h	DMSO.6
SAMN06611364	SRR5352903	2018-02-26T08:47:16Z	2017-03-17T13:54:12Z	12848376	1297685976	0	101	355		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352903/SRR5352903.1	SRX2649130		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054340	simple	9606	Homo sapiens	GSM2539973							no					GEO	SRA546763		public	64AC1C2A236884E4847574C805CF2C13	4C90BA2CE364D1DCDF52BBCD63059EE7	6611364	DMSO__6 [CR09B4]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054340	GSM2539973	9	H-STS NET	DMSO	H-STS NET cell line, DMSO, 6h	6h	DMSO.6
SAMN06611363	SRR5352904	2018-02-26T08:47:16Z	2017-03-17T13:53:49Z	11057349	1116792249	0	101	316		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352904/SRR5352904.1	SRX2649131		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054341	simple	9606	Homo sapiens	GSM2539974							no					GEO	SRA546763		public	BA141900E845B28745350CD3CFBD3DF7	A07B54EF36538B44BA173AE7DAB55CD9	6611363	FK866_20_6 [CR09B5]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054341	GSM2539974	9	H-STS NET	FK866	H-STS NET cell line, FK866, 6h	6h	FK866.6
SAMN06611362	SRR5352905	2018-02-26T08:47:16Z	2017-03-17T13:53:24Z	12575225	1270097725	0	101	358		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352905/SRR5352905.1	SRX2649132		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054342	simple	9606	Homo sapiens	GSM2539975							no					GEO	SRA546763		public	0D813D6B5E7B788E3F552B51121CB94D	9BE824EFC3489972457CA3FE2609965B	6611362	FK866_20_6 [CR09B6]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054342	GSM2539975	9	H-STS NET	FK866	H-STS NET cell line, FK866, 6h	6h	FK866.6
SAMN06611361	SRR5352906	2018-02-26T08:47:16Z	2017-03-17T13:53:21Z	12743068	1287049868	0	101	365		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352906/SRR5352906.1	SRX2649133		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054343	simple	9606	Homo sapiens	GSM2539976							no					GEO	SRA546763		public	56039E0EF7956AEB3E5256D6C23D12E3	F7355E3E3BDAD0A658DD871E9F4235FB	6611361	Istradefylline_20_6 [CR09B11]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054343	GSM2539976	9	H-STS NET	Istradefylline	H-STS NET cell line, Istradefylline, 6h	6h	Istradefylline.6
SAMN06611360	SRR5352907	2018-02-26T08:47:16Z	2017-03-17T13:53:37Z	12252208	1237473008	0	101	345		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352907/SRR5352907.1	SRX2649134		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054344	simple	9606	Homo sapiens	GSM2539977							no					GEO	SRA546763		public	F022A58DB24C68B481FA2E0F724E1C7E	E628678DB26E659706B45BB20F78A2B1	6611360	Istradefylline_20_6 [CR09B12]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054344	GSM2539977	9	H-STS NET	Istradefylline	H-STS NET cell line, Istradefylline, 6h	6h	Istradefylline.6
SAMN06611359	SRR5352908	2018-02-26T08:47:16Z	2017-03-17T13:53:34Z	12136950	1225831950	0	101	331		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352908/SRR5352908.1	SRX2649135		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054346	simple	9606	Homo sapiens	GSM2539978							no					GEO	SRA546763		public	554C1462A85293B38AD5001C4851F589	F014554A2AEAFFDA2027E8E6B60125EF	6611359	PAC-1_4_6 [CR09A1]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054346	GSM2539978	9	H-STS NET	PAC-1	H-STS NET cell line, PAC-1, 6h	6h	PAC_1.6
SAMN06611358	SRR5352909	2018-02-26T08:47:16Z	2017-03-17T13:52:30Z	11779620	1189741620	0	101	305		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352909/SRR5352909.1	SRX2649136		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054345	simple	9606	Homo sapiens	GSM2539979							no					GEO	SRA546763		public	D567DFE6E59CC6A61804E84AE9F299BD	581E288A9908890DD79F6018389F58FD	6611358	PAC-1_4_6 [CR09A2]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054345	GSM2539979	9	H-STS NET	PAC-1	H-STS NET cell line, PAC-1, 6h	6h	PAC_1.6
SAMN06611357	SRR5352910	2018-02-26T08:47:16Z	2017-03-17T13:54:51Z	14942924	1509235324	0	101	407		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352910/SRR5352910.1	SRX2649137		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054347	simple	9606	Homo sapiens	GSM2539980							no					GEO	SRA546763		public	98160FB06775FF098C3681C1BD21B52E	08273E8FC80B4325AF58319F3DEC826E	6611357	Paclitaxel_0.003_6 [CR09A7]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054347	GSM2539980	9	H-STS NET	Paclitaxel	H-STS NET cell line, Paclitaxel, 6h	6h	Paclitaxel.6
SAMN06611356	SRR5352911	2018-02-26T08:47:16Z	2017-03-17T14:03:26Z	30261908	3056452708	0	101	733		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352911/SRR5352911.1	SRX2649138		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054348	simple	9606	Homo sapiens	GSM2539981							no					GEO	SRA546763		public	99B82596013CE1D099C29F71578EA1DF	418580DEACBBCB77D71FCEAA240A407A	6611356	Paclitaxel_0.003_6 [CR09A8]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054348	GSM2539981	9	H-STS NET	Paclitaxel	H-STS NET cell line, Paclitaxel, 6h	6h	Paclitaxel.6
SAMN06611355	SRR5352912	2018-02-26T08:47:16Z	2017-03-17T13:56:49Z	12972610	1310233610	0	101	343		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352912/SRR5352912.1	SRX2649139		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054349	simple	9606	Homo sapiens	GSM2539982							no					GEO	SRA546763		public	FDF3106A849A51694034952D2423455F	02317922A15D9F69190D971170F0450B	6611355	PF-3758309_0.008_6 [CR09B1]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054349	GSM2539982	9	H-STS NET	PF-3758309	H-STS NET cell line, PF-3758309, 6h	6h	PF_3758309.6
SAMN06611354	SRR5352913	2018-02-26T08:47:16Z	2017-03-17T13:56:26Z	13062046	1319266646	0	101	342		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352913/SRR5352913.1	SRX2649140		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054350	simple	9606	Homo sapiens	GSM2539983							no					GEO	SRA546763		public	298F73D5633EDF65780B0A0E42C007B1	3ABCA3FD19421E54057DD1AAB8A291E4	6611354	PF-3758309_0.008_6 [CR09B2]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054350	GSM2539983	9	H-STS NET	PF-3758309	H-STS NET cell line, PF-3758309, 6h	6h	PF_3758309.6
SAMN06611353	SRR5352914	2018-02-26T08:47:16Z	2017-03-17T13:53:19Z	11276183	1138894483	0	101	318		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352914/SRR5352914.1	SRX2649141		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054351	simple	9606	Homo sapiens	GSM2539984							no					GEO	SRA546763		public	D54BC721BF543242EE412D9D2C48B0B8	64572BBC9734EF91CD8F5DA7B4CC60C3	6611353	PHA-665752_2.88_6 [CR09B7]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054351	GSM2539984	9	H-STS NET	PHA-665752	H-STS NET cell line, PHA-665752, 6h	6h	PHA_665752.6
SAMN06611352	SRR5352915	2018-02-26T08:47:16Z	2017-03-17T13:54:54Z	11994031	1211397131	0	101	340		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352915/SRR5352915.1	SRX2649142		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054352	simple	9606	Homo sapiens	GSM2539985							no					GEO	SRA546763		public	342ED82F6394D19B6C1E4E55BE1711A2	F9E5D49925D787C606059321F23938A8	6611352	PHA-665752_2.88_6 [CR09B8]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054352	GSM2539985	9	H-STS NET	PHA-665752	H-STS NET cell line, PHA-665752, 6h	6h	PHA_665752.6
SAMN06611351	SRR5352916	2018-02-26T08:47:16Z	2017-03-17T13:53:50Z	12902102	1303112302	0	101	346		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352916/SRR5352916.1	SRX2649143		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054353	simple	9606	Homo sapiens	GSM2539986							no					GEO	SRA546763		public	50A727AC2108C330B8A039B11465B1B8	10FCBAA3638E04B81E45231074F9C6C2	6611351	Rigosertib_0.1_6 [CR09A3]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054353	GSM2539986	9	H-STS NET	Rigosertib	H-STS NET cell line, Rigosertib, 6h	6h	Rigosertib.6
SAMN06611350	SRR5352917	2018-02-26T08:47:16Z	2017-03-17T13:57:29Z	13061589	1319220489	0	101	359		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352917/SRR5352917.1	SRX2649144		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054354	simple	9606	Homo sapiens	GSM2539987							no					GEO	SRA546763		public	30F46A3035B18DBDB37CAB48D4B5BBDA	149279346697E97091F4B196B585AF54	6611350	Rigosertib_0.1_6 [CR09A4]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054354	GSM2539987	9	H-STS NET	Rigosertib	H-STS NET cell line, Rigosertib, 6h	6h	Rigosertib.6
SAMN06611349	SRR5352918	2018-02-26T08:47:16Z	2017-03-17T13:56:57Z	14967575	1511725075	0	101	396		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352918/SRR5352918.1	SRX2649145		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054358	simple	9606	Homo sapiens	GSM2539988							no					GEO	SRA546763		public	C1C911B6AC0239A30CEB88ABBB8A4891	23DF77B9A8AD34BE521A0E05B531FA2E	6611349	SB-225002_0.25_6 [CR09A10]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054358	GSM2539988	9	H-STS NET	SB-225002	H-STS NET cell line, SB-225002, 6h	6h	SB_225002.6
SAMN06611348	SRR5352919	2018-02-26T08:47:16Z	2017-03-17T13:57:13Z	15614670	1577081670	0	101	420		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352919/SRR5352919.1	SRX2649146		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054356	simple	9606	Homo sapiens	GSM2539989							no					GEO	SRA546763		public	C6984C3B023B387DE7EB8181DC19104E	8888E2E6DC01A12D1876CB95DCA14AA4	6611348	SB-225002_0.25_6 [CR09A9]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054356	GSM2539989	9	H-STS NET	SB-225002	H-STS NET cell line, SB-225002, 6h	6h	SB_225002.6
SAMN06611347	SRR5352920	2018-02-26T08:47:16Z	2017-03-17T13:56:03Z	13968291	1410797391	0	101	401		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352920/SRR5352920.1	SRX2649147		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054355	simple	9606	Homo sapiens	GSM2539990							no					GEO	SRA546763		public	A24B6E7476741E63F2EF3F8C6C6C80CA	8FDC25B1DCAC9CD4824CA6881B0AD772	6611347	SB-743921_0.0004_6 [CR09B10]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054355	GSM2539990	9	H-STS NET	SB-743921	H-STS NET cell line, SB-743921, 6h	6h	SB_743921.6
SAMN06611346	SRR5352921	2018-02-26T08:47:16Z	2017-03-17T13:55:32Z	12648718	1277520518	0	101	363		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352921/SRR5352921.1	SRX2649148		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054357	simple	9606	Homo sapiens	GSM2539991							no					GEO	SRA546763		public	C669453C8BDC802C5109CD1D354DD597	CF002178E960B7755CD43DFBDF472AC4	6611346	SB-743921_0.0004_6 [CR09B9]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054357	GSM2539991	9	H-STS NET	SB-743921	H-STS NET cell line, SB-743921, 6h	6h	SB_743921.6
SAMN06611345	SRR5352922	2018-02-26T08:47:16Z	2017-03-17T13:55:10Z	13153655	1328519155	0	101	343		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352922/SRR5352922.1	SRX2649149		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054359	simple	9606	Homo sapiens	GSM2539992							no					GEO	SRA546763		public	F55B00C275F179CA88A0A93CA2F1A7D4	1B5CFED5A48EC52180588F5AAD527C8B	6611345	SCH-529074_0.48_6 [CR09A5]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054359	GSM2539992	9	H-STS NET	SCH-529074	H-STS NET cell line, SCH-529074, 6h	6h	SCH_529074.6
SAMN06611344	SRR5352923	2018-02-26T08:47:16Z	2017-03-17T13:56:42Z	12036586	1215695186	0	101	309		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352923/SRR5352923.1	SRX2649150		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054360	simple	9606	Homo sapiens	GSM2539993							no					GEO	SRA546763		public	4DFE52C6833E47E75611F0E8C5FE99A2	3FDF86D6AEA3BEA5BC082A3C9CFCBC46	6611344	SCH-529074_0.48_6 [CR09A6]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054360	GSM2539993	9	H-STS NET	SCH-529074	H-STS NET cell line, SCH-529074, 6h	6h	SCH_529074.6
SAMN06611343	SRR5352924	2018-02-26T08:47:16Z	2017-03-17T13:56:12Z	15326816	1548008416	0	101	396		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352924/SRR5352924.1	SRX2649151		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054361	simple	9606	Homo sapiens	GSM2539994							no					GEO	SRA546763		public	9A97A3BF6295C1BFA4015D1CFC22C0E4	3AD5DB4CB298642EB00A6A33ABBD9E06	6611343	SCH-79797_0.06_6 [CR09A11]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054361	GSM2539994	9	H-STS NET	SCH-79797	H-STS NET cell line, SCH-79797, 6h	6h	SCH_79797.6
